License Plate,Transaction Type,Description,Value,Customer,Segment,Contract Duration
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Rental,Rental of TOYOTA-HILUX CD 4X4 STANDART,5366,customer_29,mining,24
LCZ-781,Sale,Sale of TOYOTA-HILUX CD 4X4 STANDART,77448,customer_29,mining,24
OZR-417,Purchase,Purchase of HYUNDAI-HB20 1.6 COMFORT,-65000,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Rental,Rental of HYUNDAI-HB20 1.6 COMFORT,2148,customer_29,mining,24
OZR-417,Sale,Sale of HYUNDAI-HB20 1.6 COMFORT,31908,customer_29,mining,24
HHA-272,Purchase,Purchase of VW-GOL TREND 1.6 FLEX 4P,-34083,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
HHA-272,Sale,Sale of VW-GOL TREND 1.6 FLEX 4P,18718,customer_29,mining,24
EDY-025,Purchase,Purchase of DUSTER OROCH EXPRESS 1.6 SCE,-88606,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,2928,customer_29,mining,24
EDY-025,Sale,Sale of DUSTER OROCH EXPRESS 1.6 SCE,41618,customer_29,mining,24
XSN-106,Purchase,Purchase of FORD-KA SE 1.0 FLEX,-50000,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
XSN-106,Sale,Sale of FORD-KA SE 1.0 FLEX,25298,customer_29,mining,24
EGF-683,Purchase,Purchase of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,-201850,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Rental,Rental of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,6672,customer_29,mining,24
EGF-683,Sale,Sale of MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,102231,customer_29,mining,24
XWT-582,Purchase,Purchase of FIAT-MOBI LIKE 1.0 FLEX,-48000,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_29,mining,24
XWT-582,Sale,Sale of FIAT-MOBI LIKE 1.0 FLEX,24713,customer_29,mining,24
WVR-827,Purchase,Purchase of VW-GOL TREND 1.6 FLEX 4P,-34083,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_29,mining,24
WVR-827,Sale,Sale of VW-GOL TREND 1.6 FLEX 4P,15491,customer_29,mining,24
GUB-858,Purchase,Purchase of FORD-KA SE 1.0 FLEX,-50000,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Rental,Rental of FORD-KA SE 1.0 FLEX,1652,customer_29,mining,24
GUB-858,Sale,Sale of FORD-KA SE 1.0 FLEX,27175,customer_29,mining,24
ZLW-001,Purchase,Purchase of NISSAN-VERSA SV 1.6 FLEX,-67000,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Rental,Rental of NISSAN-VERSA SV 1.6 FLEX,2214,customer_29,mining,24
ZLW-001,Sale,Sale of NISSAN-VERSA SV 1.6 FLEX,33625,customer_29,mining,24
GXQ-893,Purchase,Purchase of TOYOTA-HILUX CS 4X4,-172298,customer_29,agribusiness,18
GXQ-893,Rental,Rental of TOYOTA-HILUX CS 4X4,7864,customer_29,agribusiness,18
GXQ-893,Rental,Rental of TOYOTA-HILUX CS 4X4,7864,customer_29,agribusiness,18
GXQ-893,Rental,Rental of TOYOTA-HILUX CS 4X4,7864,customer_29,agribusiness,18
GXQ-893,Rental,Rental of TOYOTA-HILUX CS 4X4,7864,customer_29,agribusiness,18
GXQ-893,Rental,Rental of TOYOTA-HILUX CS 4X4,7864,customer_29,agribusiness,18
GXQ-893,Rental,Rental of TOYOTA-HILUX CS 4X4,7864,customer_29,agribusiness,18
GXQ-893,Rental,Rental of TOYOTA-HILUX CS 4X4,7864,customer_29,agribusiness,18
GXQ-893,Rental,Rental of TOYOTA-HILUX CS 4X4,7864,customer_29,agribusiness,18
GXQ-893,Rental,Rental of TOYOTA-HILUX CS 4X4,7864,customer_29,agribusiness,18
GXQ-893,Rental,Rental of TOYOTA-HILUX CS 4X4,7864,customer_29,agribusiness,18
GXQ-893,Rental,Rental of TOYOTA-HILUX CS 4X4,7864,customer_29,agribusiness,18
GXQ-893,Rental,Rental of TOYOTA-HILUX CS 4X4,7864,customer_29,agribusiness,18
GXQ-893,Rental,Rental of TOYOTA-HILUX CS 4X4,7864,customer_29,agribusiness,18
GXQ-893,Rental,Rental of TOYOTA-HILUX CS 4X4,7864,customer_29,agribusiness,18
GXQ-893,Rental,Rental of TOYOTA-HILUX CS 4X4,7864,customer_29,agribusiness,18
GXQ-893,Rental,Rental of TOYOTA-HILUX CS 4X4,7864,customer_29,agribusiness,18
GXQ-893,Rental,Rental of TOYOTA-HILUX CS 4X4,7864,customer_29,agribusiness,18
GXQ-893,Rental,Rental of TOYOTA-HILUX CS 4X4,7864,customer_29,agribusiness,18
GXQ-893,Sale,Sale of TOYOTA-HILUX CS 4X4,127717,customer_29,agribusiness,18
