id_customer,id_vehicle,desc_vehicle,purchase_value,selling_value,segment,contract_duration
customer_64,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,129673,agribusiness,22
customer_4,vehicle_7,HILUX CS DSL 4X4,262854,188081,agribusiness,18
customer_69,vehicle_8,GM-S10 CABINE SIMPLES,175555,135366,other,8
customer_40,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,47498,engineering,9
customer_93,vehicle_8,GM-S10 CABINE SIMPLES,175555,133399,other,17
customer_81,vehicle_6,TOYOTA-HILUX CS 4X4,172298,119680,energy,30
customer_2,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,117898,agribusiness,20
customer_79,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,115186,engineering,8
customer_17,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,154475,other,11
customer_42,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,44804,mining,35
customer_100,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,91370,mining,19
customer_74,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,159174,agribusiness,21
customer_20,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,62543,engineering,14
customer_61,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,46756,agribusiness,22
customer_14,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,61517,energy,26
customer_63,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,54262,energy,36
customer_4,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,60653,agribusiness,24
customer_3,vehicle_8,GM-S10 CABINE SIMPLES,175555,114811,engineering,13
customer_33,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,65315,engineering,10
customer_32,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,73745,mining,32
customer_24,vehicle_8,GM-S10 CABINE SIMPLES,175555,129675,agribusiness,15
customer_67,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,47122,energy,27
customer_98,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,131404,energy,22
customer_27,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,117277,energy,24
customer_77,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,132510,energy,24
customer_60,vehicle_7,HILUX CS DSL 4X4,262854,192805,other,18
customer_50,vehicle_8,GM-S10 CABINE SIMPLES,175555,93790,mining,17
customer_36,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,56218,energy,17
customer_51,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,110816,mining,32
customer_98,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,21889,energy,15
customer_4,vehicle_8,GM-S10 CABINE SIMPLES,175555,126477,agribusiness,19
customer_53,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,28436,mining,17
customer_23,vehicle_6,TOYOTA-HILUX CS 4X4,172298,82802,mining,20
customer_48,vehicle_8,GM-S10 CABINE SIMPLES,175555,85602,mining,31
customer_96,vehicle_1,SAVEIRO CS RB MPI,82245,57687,agribusiness,21
customer_72,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,29892,mining,32
customer_79,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,139562,engineering,8
customer_7,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,66060,other,23
customer_72,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,47074,mining,23
customer_56,vehicle_1,SAVEIRO CS RB MPI,82245,40451,mining,27
customer_93,vehicle_1,SAVEIRO CS RB MPI,82245,61663,other,20
customer_59,vehicle_8,GM-S10 CABINE SIMPLES,175555,125663,energy,14
customer_17,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,70205,other,8
customer_19,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,106836,energy,19
customer_12,vehicle_6,TOYOTA-HILUX CS 4X4,172298,110325,energy,26
customer_22,vehicle_8,GM-S10 CABINE SIMPLES,175555,111156,energy,35
customer_42,vehicle_6,TOYOTA-HILUX CS 4X4,172298,76334,mining,21
customer_13,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,27244,other,17
customer_29,vehicle_8,GM-S10 CABINE SIMPLES,175555,79633,mining,29
customer_17,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,57634,other,9
customer_82,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,64402,other,17
customer_61,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,68413,agribusiness,12
customer_92,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,122856,agribusiness,21
customer_39,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,25935,agribusiness,13
customer_17,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,50498,other,16
customer_37,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,24000,agribusiness,12
customer_26,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,23503,engineering,13
customer_44,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,113460,energy,34
customer_5,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,42751,mining,28
customer_53,vehicle_6,TOYOTA-HILUX CS 4X4,172298,83386,mining,32
customer_2,vehicle_7,HILUX CS DSL 4X4,262854,191774,agribusiness,18
customer_83,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,46838,other,21
customer_82,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,63058,other,16
customer_57,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,119917,energy,25
customer_49,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,130513,energy,20
customer_79,vehicle_8,GM-S10 CABINE SIMPLES,175555,120107,engineering,6
customer_78,vehicle_6,TOYOTA-HILUX CS 4X4,172298,80800,mining,16
customer_38,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,59393,energy,17
customer_11,vehicle_8,GM-S10 CABINE SIMPLES,175555,126645,engineering,15
customer_36,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,115535,energy,18
customer_5,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,39520,mining,27
customer_18,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,89067,mining,21
customer_9,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,44883,mining,19
customer_41,vehicle_8,GM-S10 CABINE SIMPLES,175555,127717,energy,22
customer_31,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,57822,engineering,9
customer_30,vehicle_6,TOYOTA-HILUX CS 4X4,172298,125938,agribusiness,18
customer_93,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,147855,other,19
customer_70,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,22385,engineering,14
customer_61,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,120235,agribusiness,21
customer_99,vehicle_1,SAVEIRO CS RB MPI,82245,36489,mining,32
customer_44,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,141041,energy,24
customer_91,vehicle_7,HILUX CS DSL 4X4,262854,184152,engineering,12
customer_75,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,115830,other,15
customer_91,vehicle_8,GM-S10 CABINE SIMPLES,175555,129493,engineering,7
customer_34,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,60787,agribusiness,21
customer_89,vehicle_6,TOYOTA-HILUX CS 4X4,172298,128613,agribusiness,20
customer_47,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,32833,mining,16
customer_16,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,114995,other,15
customer_4,vehicle_1,SAVEIRO CS RB MPI,82245,62851,agribusiness,12
customer_36,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,22381,energy,12
customer_60,vehicle_6,TOYOTA-HILUX CS 4X4,172298,135474,other,8
customer_59,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,45416,energy,18
customer_9,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,94836,mining,23
customer_79,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,57398,engineering,10
customer_92,vehicle_8,GM-S10 CABINE SIMPLES,175555,137429,agribusiness,23
customer_55,vehicle_8,GM-S10 CABINE SIMPLES,175555,126220,energy,30
customer_15,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,60832,energy,32
customer_66,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,25325,energy,18
customer_68,vehicle_6,TOYOTA-HILUX CS 4X4,172298,76927,mining,15
customer_63,vehicle_6,TOYOTA-HILUX CS 4X4,172298,116572,energy,27
customer_87,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,114814,engineering,10
customer_94,vehicle_1,SAVEIRO CS RB MPI,82245,56062,engineering,7
customer_79,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,24642,engineering,6
customer_48,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,48497,mining,24
customer_92,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,25427,agribusiness,13
customer_33,vehicle_8,GM-S10 CABINE SIMPLES,175555,120403,engineering,5
customer_26,vehicle_7,HILUX CS DSL 4X4,262854,195678,engineering,7
customer_41,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,124202,energy,34
customer_90,vehicle_8,GM-S10 CABINE SIMPLES,175555,134642,agribusiness,23
customer_96,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,25523,agribusiness,16
customer_98,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,137819,energy,26
customer_78,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,15988,mining,31
customer_90,vehicle_7,HILUX CS DSL 4X4,262854,203591,agribusiness,16
customer_29,vehicle_6,TOYOTA-HILUX CS 4X4,172298,76239,mining,36
customer_89,vehicle_7,HILUX CS DSL 4X4,262854,193820,agribusiness,15
customer_12,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,20510,energy,23
customer_81,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,108805,energy,18
customer_41,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,42690,energy,18
customer_17,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,153618,other,17
customer_48,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,45996,mining,32
customer_63,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,59159,energy,15
customer_37,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,45640,agribusiness,14
customer_32,vehicle_7,HILUX CS DSL 4X4,262854,119663,mining,21
customer_55,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,60301,energy,22
customer_41,vehicle_6,TOYOTA-HILUX CS 4X4,172298,128619,energy,15
customer_97,vehicle_8,GM-S10 CABINE SIMPLES,175555,118468,engineering,7
customer_96,vehicle_6,TOYOTA-HILUX CS 4X4,172298,127197,agribusiness,19
customer_88,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,65823,energy,22
customer_62,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,143435,engineering,8
customer_76,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,29414,mining,30
customer_20,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,22976,engineering,7
customer_19,vehicle_8,GM-S10 CABINE SIMPLES,175555,125914,energy,12
customer_96,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,46065,agribusiness,14
customer_74,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,146031,agribusiness,21
customer_94,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,61984,engineering,9
customer_21,vehicle_8,GM-S10 CABINE SIMPLES,175555,134117,agribusiness,13
customer_92,vehicle_7,HILUX CS DSL 4X4,262854,203424,agribusiness,17
customer_2,vehicle_1,SAVEIRO CS RB MPI,82245,63678,agribusiness,12
customer_41,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,54736,energy,36
customer_52,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,137030,engineering,6
customer_15,vehicle_7,HILUX CS DSL 4X4,262854,167922,energy,14
customer_86,vehicle_8,GM-S10 CABINE SIMPLES,175555,116867,energy,32
customer_21,vehicle_1,SAVEIRO CS RB MPI,82245,64171,agribusiness,14
customer_87,vehicle_6,TOYOTA-HILUX CS 4X4,172298,117804,engineering,8
customer_3,vehicle_7,HILUX CS DSL 4X4,262854,196722,engineering,8
customer_43,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,82017,mining,27
customer_16,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,123309,other,18
customer_56,vehicle_6,TOYOTA-HILUX CS 4X4,172298,81253,mining,26
customer_20,vehicle_8,GM-S10 CABINE SIMPLES,175555,119997,engineering,9
customer_64,vehicle_8,GM-S10 CABINE SIMPLES,175555,126328,agribusiness,13
customer_97,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,42544,engineering,15
customer_62,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,65485,engineering,10
customer_24,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,153856,agribusiness,14
customer_29,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,33562,mining,18
customer_84,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,45584,other,16
customer_22,vehicle_1,SAVEIRO CS RB MPI,82245,55217,energy,19
customer_40,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,64920,engineering,14
customer_56,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,40345,mining,29
customer_73,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,25539,engineering,14
customer_29,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,84142,mining,18
customer_14,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,22839,energy,36
customer_40,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,144935,engineering,11
customer_34,vehicle_8,GM-S10 CABINE SIMPLES,175555,126914,agribusiness,24
customer_79,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,56854,engineering,15
customer_54,vehicle_6,TOYOTA-HILUX CS 4X4,172298,111119,energy,15
customer_65,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,113071,energy,24
customer_56,vehicle_7,HILUX CS DSL 4X4,262854,126910,mining,28
customer_20,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,131490,engineering,14
customer_11,vehicle_7,HILUX CS DSL 4X4,262854,185979,engineering,8
customer_69,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,122276,other,10
customer_14,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,51146,energy,28
customer_59,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,43384,energy,35
customer_82,vehicle_1,SAVEIRO CS RB MPI,82245,60351,other,8
customer_77,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,114137,energy,14
customer_89,vehicle_7,HILUX CS DSL 4X4,262854,193573,agribusiness,22
customer_40,vehicle_7,HILUX CS DSL 4X4,262854,185897,engineering,12
customer_25,vehicle_8,GM-S10 CABINE SIMPLES,175555,123234,other,17
customer_87,vehicle_6,TOYOTA-HILUX CS 4X4,172298,121728,engineering,12
customer_1,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,58733,agribusiness,15
customer_36,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,101120,energy,13
customer_82,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,119271,other,18
customer_10,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,59264,energy,34
customer_6,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,141093,energy,26
customer_9,vehicle_8,GM-S10 CABINE SIMPLES,175555,91647,mining,17
customer_64,vehicle_8,GM-S10 CABINE SIMPLES,175555,125182,agribusiness,22
customer_26,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,23756,engineering,6
customer_46,vehicle_6,TOYOTA-HILUX CS 4X4,172298,85132,mining,32
customer_34,vehicle_6,TOYOTA-HILUX CS 4X4,172298,130099,agribusiness,13
customer_67,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,60797,energy,19
customer_25,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,60692,other,22
customer_88,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,136018,energy,12
customer_84,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,62306,other,24
customer_96,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,24589,agribusiness,16
customer_19,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,41407,energy,22
customer_17,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,119972,other,8
customer_88,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,143749,energy,27
customer_2,vehicle_1,SAVEIRO CS RB MPI,82245,57645,agribusiness,18
customer_37,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,27074,agribusiness,20
customer_76,vehicle_1,SAVEIRO CS RB MPI,82245,40318,mining,33
customer_50,vehicle_7,HILUX CS DSL 4X4,262854,131836,mining,25
customer_25,vehicle_6,TOYOTA-HILUX CS 4X4,172298,132862,other,13
customer_17,vehicle_8,GM-S10 CABINE SIMPLES,175555,136166,other,8
customer_50,vehicle_6,TOYOTA-HILUX CS 4X4,172298,78777,mining,20
customer_71,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,61211,energy,30
customer_42,vehicle_8,GM-S10 CABINE SIMPLES,175555,81344,mining,17
customer_13,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,117391,other,8
customer_72,vehicle_7,HILUX CS DSL 4X4,262854,140002,mining,17
customer_45,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,112081,energy,33
customer_95,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,122779,agribusiness,20
customer_63,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,148052,energy,28
customer_75,vehicle_1,SAVEIRO CS RB MPI,82245,59531,other,13
customer_60,vehicle_7,HILUX CS DSL 4X4,262854,195167,other,6
customer_81,vehicle_7,HILUX CS DSL 4X4,262854,184611,energy,33
customer_36,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,40335,energy,14
customer_78,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,41481,mining,29
customer_11,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,116318,engineering,12
customer_69,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,63290,other,16
customer_96,vehicle_7,HILUX CS DSL 4X4,262854,199697,agribusiness,19
customer_50,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,76263,mining,31
customer_55,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,40319,energy,29
customer_60,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,148273,other,15
customer_33,vehicle_6,TOYOTA-HILUX CS 4X4,172298,123290,engineering,7
customer_29,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,47646,mining,19
customer_86,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,118970,energy,16
customer_62,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,108699,engineering,15
customer_3,vehicle_8,GM-S10 CABINE SIMPLES,175555,122043,engineering,13
customer_74,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,25157,agribusiness,17
customer_88,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,22916,energy,12
customer_34,vehicle_1,SAVEIRO CS RB MPI,82245,64274,agribusiness,15
customer_14,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,39645,energy,20
customer_75,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,47726,other,19
customer_26,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,107565,engineering,7
customer_9,vehicle_6,TOYOTA-HILUX CS 4X4,172298,82102,mining,23
customer_64,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,27170,agribusiness,12
customer_67,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,118464,energy,12
customer_13,vehicle_8,GM-S10 CABINE SIMPLES,175555,134827,other,21
customer_21,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,50711,agribusiness,19
customer_51,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,32161,mining,31
customer_18,vehicle_7,HILUX CS DSL 4X4,262854,135199,mining,35
customer_91,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,45885,engineering,13
customer_19,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,22165,energy,18
customer_84,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,156849,other,13
customer_21,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,51054,agribusiness,15
customer_60,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,129811,other,14
customer_84,vehicle_1,SAVEIRO CS RB MPI,82245,61591,other,21
customer_61,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,67058,agribusiness,12
customer_61,vehicle_1,SAVEIRO CS RB MPI,82245,64616,agribusiness,17
customer_98,vehicle_1,SAVEIRO CS RB MPI,82245,58078,energy,29
customer_30,vehicle_1,SAVEIRO CS RB MPI,82245,63671,agribusiness,14
customer_63,vehicle_1,SAVEIRO CS RB MPI,82245,56333,energy,17
customer_85,vehicle_7,HILUX CS DSL 4X4,262854,195697,energy,17
customer_17,vehicle_8,GM-S10 CABINE SIMPLES,175555,136000,other,7
customer_16,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,24885,other,7
customer_90,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,64209,agribusiness,20
customer_70,vehicle_7,HILUX CS DSL 4X4,262854,178331,engineering,5
customer_96,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,58826,agribusiness,21
customer_50,vehicle_8,GM-S10 CABINE SIMPLES,175555,86065,mining,25
customer_41,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,24166,energy,20
customer_74,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,62757,agribusiness,22
customer_27,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,47651,energy,33
customer_28,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,27087,agribusiness,18
customer_72,vehicle_8,GM-S10 CABINE SIMPLES,175555,79066,mining,27
customer_7,vehicle_1,SAVEIRO CS RB MPI,82245,57707,other,17
customer_94,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,133837,engineering,11
customer_64,vehicle_8,GM-S10 CABINE SIMPLES,175555,122907,agribusiness,20
customer_49,vehicle_8,GM-S10 CABINE SIMPLES,175555,111549,energy,34
customer_50,vehicle_1,SAVEIRO CS RB MPI,82245,41654,mining,26
customer_85,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,143310,energy,19
customer_99,vehicle_7,HILUX CS DSL 4X4,262854,123642,mining,31
customer_92,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,126741,agribusiness,20
customer_50,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,32458,mining,19
customer_59,vehicle_7,HILUX CS DSL 4X4,262854,164592,energy,16
customer_1,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,144064,agribusiness,15
customer_37,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,46559,agribusiness,18
customer_73,vehicle_6,TOYOTA-HILUX CS 4X4,172298,128432,engineering,9
customer_93,vehicle_1,SAVEIRO CS RB MPI,82245,63330,other,16
customer_91,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,43389,engineering,5
customer_80,vehicle_6,TOYOTA-HILUX CS 4X4,172298,125768,other,20
customer_92,vehicle_6,TOYOTA-HILUX CS 4X4,172298,125880,agribusiness,20
customer_36,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,138949,energy,31
customer_34,vehicle_6,TOYOTA-HILUX CS 4X4,172298,136156,agribusiness,14
customer_85,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,98101,energy,26
customer_29,vehicle_8,GM-S10 CABINE SIMPLES,175555,82903,mining,18
customer_95,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,63640,agribusiness,22
customer_70,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,24390,engineering,5
customer_64,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,159563,agribusiness,23
customer_55,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,134586,energy,27
customer_76,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,74891,mining,25
customer_28,vehicle_1,SAVEIRO CS RB MPI,82245,64945,agribusiness,19
customer_29,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,89868,mining,16
customer_71,vehicle_6,TOYOTA-HILUX CS 4X4,172298,107569,energy,25
customer_25,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,124025,other,8
customer_93,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,59848,other,18
customer_60,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,65463,other,15
customer_48,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,42827,mining,27
customer_50,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,97732,mining,15
customer_16,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,157968,other,16
customer_94,vehicle_8,GM-S10 CABINE SIMPLES,175555,126932,engineering,11
customer_98,vehicle_7,HILUX CS DSL 4X4,262854,196601,energy,34
customer_85,vehicle_1,SAVEIRO CS RB MPI,82245,50538,energy,13
customer_81,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,23987,energy,24
customer_62,vehicle_8,GM-S10 CABINE SIMPLES,175555,114584,engineering,9
customer_97,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,62126,engineering,11
customer_88,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,24606,energy,23
customer_32,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,76279,mining,34
customer_40,vehicle_1,SAVEIRO CS RB MPI,82245,55080,engineering,9
customer_38,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,41989,energy,17
customer_32,vehicle_8,GM-S10 CABINE SIMPLES,175555,83941,mining,17
customer_88,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,58786,energy,28
